timestamp,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,aux_1,aux_2,aux_31608539191.930638,1.746995,8.024552,20.851709,40.173951,50.527520,80.537108,78.582245,81.537274,150.138878,121.116990,102.345432,179.489667,177.936053,115.508712,154.631499,131.233527,0.722464,-0.375692,-0.539596
1608539191.933970,3.418136,13.886283,28.333868,55.282591,59.341445,101.279517,83.837388,48.417147,32.894713,36.460198,-21.904781,-65.218695,-183.038933,-220.636445,-114.096273,-171.451536,-0.562761,0.051968,-0.170134
1608539191.937380,5.366454,21.616575,35.221223,51.820819,60.987063,59.476860,16.896596,-17.959191,-42.650657,-177.366740,-220.699864,-74.374031,-114.751753,-77.366870,17.001405,142.666928,-0.042476,-0.180733,0.538007
1608539191.940441,7.085979,25.048254,39.024347,53.897423,28.773084,-10.843568,-43.929602,-92.231424,-85.014454,-99.788777,-21.818789,70.523574,70.532356,124.933816,129.347302,181.786653,-0.047660,0.008702,0.241576
1608539191.944236,7.914939,27.093547,39.576193,24.823905,-17.462403,-83.920120,-128.577959,-89.731639,-19.499362,75.586453,163.817330,214.656182,135.211190,-5.999129,-144.590922,-107.305978,-0.577610,-0.209289,0.116100
1608539191.948037,9.569262,29.974359,26.615219,-1.108570,-43.705736,-80.028466,-83.242510,10.742213,57.227411,149.433212,121.635508,-18.588655,-148.241215,-300.200203,-121.074039,93.466402,-0.112113,0.494915,-0.107769
1608539191.951104,11.040292,27.325764,14.300722,-23.701468,-65.541284,-74.921053,15.906558,75.813892,78.178344,30.119657,-95.500452,-206.426983,-113.746211,64.812288,345.451086,303.867342,-0.202306,-0.123695,0.481546
1608539191.954384,12.049784,26.899615,1.076644,-51.000192,-64.987744,-0.138463,59.252871,123.569754,-3.704536,-155.427583,-77.861958,10.494043,126.815493,175.770958,-25.455974,-228.052248,-0.392429,-0.204194,0.298943
1608539191.958169,12.479706,19.554584,-12.443152,-53.314893,-31.549684,62.463730,79.965737,2.932848,-99.299756,-54.456440,42.630615,133.092665,97.403218,-234.983246,-170.098680,-1.395606,0.324422,-0.096762,-0.027270
1608539191.961975,13.549338,14.607761,-28.045500,-57.039745,12.661704,76.144027,30.458644,-61.449874,-117.346405,38.088640,177.663930,13.761414,-124.302325,-42.741906,170.591021,169.752390,-0.260337,-0.787535,0.174822
1608539191.965775,13.482487,9.674207,-37.413024,-29.222949,61.387154,67.440194,-67.296446,-116.698456,19.575948,171.438731,0.415152,-70.186161,-43.924161,77.707948,114.040944,-299.712546,0.304869,-0.066592,-0.035214
